path,N,k1,k2,beam_width,duration,objective
"../instances/200/train/instance28_nreq200_nveh4_gamma176.txt",200,10,0,10,32614.4,8527.56
"../instances/200/train/instance28_nreq200_nveh4_gamma176.txt",200,15,0,5,33590.2,8465.22
"../instances/200/train/instance28_nreq200_nveh4_gamma176.txt",200,15,1,5,34815.2,8624.92
"../instances/200/train/instance28_nreq200_nveh4_gamma176.txt",200,15,2,10,55268,8364.95
"../instances/200/train/instance28_nreq200_nveh4_gamma176.txt",200,15,0,10,60065.1,8245.61
"../instances/200/train/instance28_nreq200_nveh4_gamma176.txt",200,15,1,10,64523.6,8547.21
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,5,0,5,3593.2,9016.36
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,5,1,5,3747.69,9016.36
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,5,2,5,4184.41,9016.36
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,5,0,10,6976.41,9133.23
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,5,1,10,7657,8795.24
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,5,2,10,7692.78,9133.23
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,10,2,5,13432,8723.44
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,10,0,5,16384.8,8603.68
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,10,1,5,23342,8713.79
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,10,0,10,29846.5,8997.52
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,10,2,10,31315.9,8833.64
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,10,1,10,32358.3,8521.14
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,15,2,5,28858.9,8888.18
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,15,0,5,33541.5,8741.13
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,15,1,5,37092.5,8531.5
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,15,2,10,55233.8,8603.65
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,15,1,10,61174.5,8287.65
"../instances/200/train/instance23_nreq200_nveh4_gamma172.txt",200,15,0,10,64351.8,8500.02
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,5,1,5,9207.75,38251.7
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,5,2,5,9578.82,38615.2
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,5,0,5,10030.8,38882.3
"../instances/500/train/instance19_nreq500_nveh10_gamma441.txt",500,5,2,10,16850.3,37239.5
