path,N,k,bw1,bw2,duration,objective
"../instances/1000/train/instance17_nreq1000_nveh20_gamma878.txt",1000,2,10,10,784074,103612
"../instances/1000/train/instance17_nreq1000_nveh20_gamma878.txt",1000,4,10,10,849155,103746
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,6,5,5,345810,87425.5
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,4,10,5,451709,96593.6
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,4,5,5,505135,88367.9
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,2,10,5,512735,97474.5
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,2,5,5,525864,87282.8
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,4,5,10,684564,98101
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,6,10,10,697002,97969.4
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,6,10,5,701979,94426.9
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,2,5,10,749987,97943.3
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,6,5,10,816251,96727.7
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,2,10,10,845373,99884.8
"../instances/1000/train/instance12_nreq1000_nveh20_gamma835.txt",1000,4,10,10,845732,97526.9
