path,alpha,objective
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance39_nreq1000_nveh20_gamma917.txt,1,288184
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.1,299116
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.2,307347
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.3,304830
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.6,287350
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.7,289194
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.8,283297
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,0.9,286178
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance59_nreq1000_nveh20_gamma902.txt,1,280211
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.1,311894
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.2,307829
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.3,308168
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.6,289883
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.7,287182
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.8,281878
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,0.9,283918
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1,280698
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.1,303664
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.2,307306
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.3,301872
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.6,289971
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.7,283184
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.8,286083
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,0.9,282637
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance42_nreq1000_nveh20_gamma908.txt,1,282553
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.1,282424
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.2,286372
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.3,282172
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.6,270996
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.7,268084
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.8,264589
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,0.9,263078
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance44_nreq1000_nveh20_gamma854.txt,1,267265
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.1,304502
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.2,311586
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.3,308943
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.6,296745
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.7,292698
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.8,292352
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,0.9,287216
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance34_nreq1000_nveh20_gamma910.txt,1,286744
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.1,300088
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.2,303192
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.3,299143
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.6,282375
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.7,277471
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.8,277815
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,0.9,277605
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1,275942
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.1,286807
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.2,289671
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.3,295227
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.6,273645
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.7,264857
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.8,268354
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,0.9,268666
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance43_nreq1000_nveh20_gamma858.txt,1,267527
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.1,302021
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.2,304866
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.3,307107
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.6,291384
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.7,283792
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.8,277767
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,0.9,280374
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance55_nreq1000_nveh20_gamma899.txt,1,280700
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.1,305562
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.2,314175
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.3,316419
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.6,304700
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.7,301172
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.8,300262
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,0.9,298139
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance33_nreq1000_nveh20_gamma941.txt,1,297561
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.1,292704
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.2,291721
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.3,296530
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.6,270627
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.7,268836
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.8,265930
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,0.9,263507
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance52_nreq1000_nveh20_gamma873.txt,1,260676
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.1,306518
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.2,320909
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.3,317201
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.6,306375
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.7,296916
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.8,301900
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,0.9,300059
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance58_nreq1000_nveh20_gamma923.txt,1,294935
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.1,286234
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.2,294549
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.3,292526
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.6,276467
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.7,267855
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.8,268896
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,0.9,263983
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1,265064
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.1,291899
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.2,302482
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.3,300725
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.6,284943
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.7,281450
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.8,278719
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,0.9,272651
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance37_nreq1000_nveh20_gamma887.txt,1,273836
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.1,283813
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.2,291578
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.3,285334
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.6,268721
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.7,263807
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.8,265180
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,0.9,259874
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance49_nreq1000_nveh20_gamma847.txt,1,261970
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.1,302292
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.2,303841
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.3,308676
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.6,290455
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.7,280747
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.8,281835
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,0.9,281318
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance36_nreq1000_nveh20_gamma909.txt,1,282788
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.1,299247
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.2,294208
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.3,286826
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.6,270833
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.7,270999
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.8,264733
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,0.9,262931
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance41_nreq1000_nveh20_gamma861.txt,1,262570
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.1,301422
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.2,315130
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.3,311410
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.6,300083
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.7,290321
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.8,290049
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,0.9,290916
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1,292955
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.1,289140
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.2,290872
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.3,292777
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.6,274841
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.7,271833
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.8,273442
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,0.9,263465
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance56_nreq1000_nveh20_gamma867.txt,1,269206
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.1,294798
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.2,294104
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.3,284424
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.6,277647
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.7,274515
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.8,268929
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,0.9,266205
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance38_nreq1000_nveh20_gamma879.txt,1,268356
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.1,322192
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.2,323927
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.3,318845
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.6,307753
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.7,306143
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.8,303982
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,0.9,302111
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance57_nreq1000_nveh20_gamma933.txt,1,302156
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.1,314601
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.2,318174
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.3,316156
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.6,302266
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.7,302919
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.8,298358
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,0.9,297496
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance51_nreq1000_nveh20_gamma929.txt,1,296646
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.1,311327
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.2,314056
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.3,317782
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.6,303187
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.7,296466
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.8,297072
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,0.9,293369
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance50_nreq1000_nveh20_gamma918.txt,1,295141
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance32_nreq1000_nveh20_gamma949.txt,0.1,320082
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance32_nreq1000_nveh20_gamma949.txt,0.2,321685
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance32_nreq1000_nveh20_gamma949.txt,0.3,321743
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance32_nreq1000_nveh20_gamma949.txt,0.6,315659
/home/chris/Desktop/heuristics/heuristics/instances/1000/test/instance32_nreq1000_nveh20_gamma949.txt,0.7,311484
