path,alpha,objective
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,0.7,109533
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,0.8,108153
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,0.9,107184
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,1,109286
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.1,109004
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.2,107837
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.3,111327
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.6,106711
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.7,106666
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.8,106235
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,0.9,104986
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance31_nreq500_nveh10_gamma465.txt,1,105290
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.1,113238
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.2,112209
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.3,113595
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.6,107986
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.7,104235
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.8,104716
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,0.9,105690
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance44_nreq500_nveh10_gamma470.txt,1,105513
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.1,102473
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.2,102713
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.3,104157
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.6,99005.6
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.7,97573.7
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.8,97915.4
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,0.9,97436
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance46_nreq500_nveh10_gamma436.txt,1,95280.3
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.1,106309
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.2,108828
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.3,108771
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.6,105239
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.7,103961
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.8,101374
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,0.9,100339
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance50_nreq500_nveh10_gamma456.txt,1,100447
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.1,114363
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.2,116040
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.3,120283
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.6,110585
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.7,114908
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.8,113410
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,0.9,113324
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,1,110351
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.1,111193
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.2,115183
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.3,112846
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.6,108379
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.7,104805
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.8,108519
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,0.9,106796
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance37_nreq500_nveh10_gamma472.txt,1,105841
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.1,112832
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.2,115094
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.3,112797
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.6,110763
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.7,108104
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.8,108611
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,0.9,105785
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance36_nreq500_nveh10_gamma472.txt,1,106989
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.1,102761
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.2,105815
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.3,106772
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.6,97012.4
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.7,95473.5
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.8,94574.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,0.9,94048
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,1,91908.3
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.1,105305
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.2,108138
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.3,110787
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.6,105483
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.7,102695
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.8,103858
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,0.9,102299
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,1,102249
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.1,106795
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.2,107178
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.3,112761
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.6,104656
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.7,104895
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.8,103234
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,0.9,102051
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,1,103364
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.1,105146
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.2,106262
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.3,105242
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.6,101561
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.7,98622.5
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.8,99791.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,0.9,98553.2
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance32_nreq500_nveh10_gamma448.txt,1,97699
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.1,102097
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.2,105054
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.3,106206
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.6,98686.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.7,98655.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.8,94962
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,0.9,98186.7
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance56_nreq500_nveh10_gamma439.txt,1,97803.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.1,107243
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.2,107680
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.3,109003
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.6,105485
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.7,104579
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.8,103365
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,0.9,102039
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance47_nreq500_nveh10_gamma462.txt,1,101322
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.1,112318
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.2,113289
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.3,111793
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.6,106241
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.7,104658
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.8,106724
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,0.9,106859
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance41_nreq500_nveh10_gamma470.txt,1,106778
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.1,102446
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.2,105176
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.3,103340
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.6,98613
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.7,99139.2
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.8,96397.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,0.9,98385.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,1,96450.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.1,109884
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.2,112891
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.3,109927
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.6,106681
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.7,104582
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.8,102417
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,0.9,102756
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance52_nreq500_nveh10_gamma461.txt,1,104172
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.1,110014
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.2,113467
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.3,112672
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.6,107148
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.7,104866
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.8,104549
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,0.9,103740
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,1,103462
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.1,103038
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.2,106565
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.3,102641
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.6,98142.3
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.7,98728.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.8,96952.2
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,0.9,97028
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance39_nreq500_nveh10_gamma440.txt,1,96471.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.1,102827
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.2,102244
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.3,100383
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.6,94680.2
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.7,95374.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.8,93844
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,0.9,91943.7
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,1,93072.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.1,104070
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.2,112072
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.3,107317
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.6,103154
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.7,102957
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.8,102073
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,0.9,100169
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,1,101082
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.1,110026
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.2,114857
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.3,113245
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.6,108207
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.7,108742
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.8,104627
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,0.9,105490
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance35_nreq500_nveh10_gamma472.txt,1,103545
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.1,107071
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.2,109437
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.3,105712
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.6,99644.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.7,99009.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.8,99171.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,0.9,100491
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance54_nreq500_nveh10_gamma444.txt,1,95747.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.1,101823
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.2,107961
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.3,108618
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.6,102789
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.7,100153
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.8,98837.2
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,0.9,99310.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,1,99026.8
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.1,108834
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.2,108659
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.3,107750
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.6,100547
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.7,101648
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.8,99480.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,0.9,97886.7
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance59_nreq500_nveh10_gamma448.txt,1,99145.4
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.1,106579
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.2,110082
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.3,107804
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.6,102688
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.7,99845.3
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.8,101075
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,0.9,101124
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,1,100771
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.1,107218
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.2,107961
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.3,105531
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.6,99929.1
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.7,99135.2
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.8,99212.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,0.9,99104
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance60_nreq500_nveh10_gamma448.txt,1,99464.3
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.1,101834
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.2,106099
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.3,106143
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.6,99676.9
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.7,99907.6
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.8,98362.6
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,0.9,98096
/home/chris/Desktop/heuristics/heuristics/instances/500/test/instance48_nreq500_nveh10_gamma433.txt,1,96132.4
