path,N,permutation,objective
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,500,120,24168
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,500,201,27168
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance55_nreq500_nveh10_gamma439.txt,500,210,26300.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,12,29150.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,21,27704.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,102,26501.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,120,27193.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,201,30046.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,210,28958
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,500,12,26836.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,500,21,27639.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,500,102,26008.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,500,120,24884.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,500,201,27408.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance58_nreq500_nveh10_gamma452.txt,500,210,26363.3
