path,N,lamda,objective
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance59_nreq50_nveh2_gamma45.txt,50,0.03,2459.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance59_nreq50_nveh2_gamma45.txt,50,0.05,2318.98
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance59_nreq50_nveh2_gamma45.txt,50,0.07,2391.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance59_nreq50_nveh2_gamma45.txt,50,0.1,1993.78
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance59_nreq50_nveh2_gamma45.txt,50,0.15,1648.49
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance59_nreq50_nveh2_gamma45.txt,50,0.2,1600.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.01,2975.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.03,2807
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.05,2249.75
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.07,2258.75
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.1,2124.67
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.15,1875.49
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance58_nreq50_nveh2_gamma45.txt,50,0.2,1745.37
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.01,3002.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.03,2443.26
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.05,2429.23
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.07,2262.94
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.1,2082.98
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.15,1874.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance38_nreq50_nveh2_gamma43.txt,50,0.2,1848.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.01,3397.27
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.03,2784.81
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.05,2603.63
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.07,2509.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.1,2158.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.15,1872.54
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance57_nreq50_nveh2_gamma46.txt,50,0.2,1773.32
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.01,3621.91
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.03,3238.78
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.05,2800.58
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.07,2755.56
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.1,2245.22
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.15,2138.12
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance31_nreq50_nveh2_gamma50.txt,50,0.2,1893.87
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.01,3398.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.03,2750.22
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.05,2247.52
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.07,2132.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.1,2043.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.15,1752.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance56_nreq50_nveh2_gamma43.txt,50,0.2,1663.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.01,2897.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.03,2368.57
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.05,2487.71
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.07,2033.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.1,1777.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.15,1556.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance44_nreq50_nveh2_gamma41.txt,50,0.2,1500.84
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.01,3230.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.03,2730.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.05,2463.76
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.07,2090.85
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.1,2131.92
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.15,1828.26
/home/christoforos.eseroglou/Desktop/heuristics/instances/50/test/instance33_nreq50_nveh2_gamma45.txt,50,0.2,1738.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.01,8440.63
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.03,6999.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.05,5937.08
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.07,5578.96
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.1,5309.86
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.15,4401.42
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance48_nreq100_nveh2_gamma91.txt,100,0.2,4398.42
