path,N,alpha,beam_width,objective
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.2,9,1643
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.3,9,1628.64
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.4,9,1626.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.5,9,1550.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.6,9,1628.14
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.7,9,1533.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.8,9,1520
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.9,9,1513.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,1,9,1480.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.1,10,1805.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.2,10,1778.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.3,10,1630.63
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.4,10,1619.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.5,10,1535.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.6,10,1540.41
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.7,10,1479.24
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.8,10,1568.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,0.9,10,1549.24
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance55_nreq100_nveh2_gamma88.txt,100,1,10,1509.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,1,2160.26
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,1,2089.19
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,1,2319.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,1,2170
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,1,2001.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,1,2037
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,1,1902
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,1,1905.42
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,1,2090.41
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,1,2225.73
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,2,2009.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,2,2179.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,2,2321.08
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,2,2032.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,2,2264.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,2,1927
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,2,1953.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,2,2009.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,2,2011.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,2,1895.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,3,1547.12
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,3,2148
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,3,2051.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,3,1996.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,3,1813
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,3,2011
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,3,1895
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,3,1832.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,3,1948.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,3,1950.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,4,1804.22
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,4,1780.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,4,2018.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,4,1826.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,4,2022.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,4,1942.25
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,4,1963.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,4,1897.63
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,4,1685.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,4,2027.27
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,5,1632.19
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,5,1869.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,5,1803.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,5,1985.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,5,1778
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,5,1894.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,5,1831.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,5,1833.08
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,5,1815.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,5,1917
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,6,1720.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,6,1762.39
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,6,1882.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,6,1838.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,6,1965.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,6,1748.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,6,1882.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,6,1823.62
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,6,1741.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,6,2063.63
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,7,1831
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,7,1762.39
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,7,1834.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,7,1798.22
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,7,1994.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,7,1965.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,7,1860
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,7,1664.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,7,1763.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,7,1850.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,8,1858
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,8,1929
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,8,1778.55
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,8,1714.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,8,1816.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,8,1963.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,8,1777.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,8,1858.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,8,1719.18
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,8,1959.35
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,9,1820.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,9,1855.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,9,1756.71
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,9,1754.18
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,9,1711.38
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,9,1888.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,9,1730.24
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,9,1755.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,9,1783.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,9,1838.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.1,10,1847.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.2,10,1754.65
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.3,10,1807.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.4,10,1808.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.5,10,1905.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.6,10,1774.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.7,10,1717.23
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.8,10,1754.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,0.9,10,1734.35
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance37_nreq100_nveh2_gamma89.txt,100,1,10,2006.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,1,2044.66
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,1,2086.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,1,1975.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,1,1978
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,1,2003.19
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,1,2156.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,1,1885
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,1,2205
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,1,2043.39
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,1,2038.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,2,1877.97
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,2,1845.24
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,2,1847
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,2,1840.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,2,1813.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,2,2001.37
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,2,1879.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,2,1810.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,2,1846.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,2,1825.73
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,3,1769.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,3,1707.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,3,1975.11
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,3,1723.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,3,1928.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,3,2028.11
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,3,1933.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,3,1630
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,3,1914
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,3,1795.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,4,1884.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,4,1799.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,4,1835.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,4,1765.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,4,1854.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,4,1826.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,4,1780.12
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,4,1872.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,4,1742.37
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,4,1589.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,5,1825.26
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,5,1952.09
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,5,1723.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,5,1736.44
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,5,1767
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,5,1843.31
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,5,1822.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,5,1693.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,5,1874.16
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,5,1776.28
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,6,1802.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,6,1751
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,6,1729
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,6,1786.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,6,1810.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,6,1775.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,6,1777.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,6,1882.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,6,1735.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,6,1714.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,7,1675.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,7,1731.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,7,1720.51
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,7,1715.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,7,1805.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,7,1682.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,7,1762.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,7,1747.41
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,7,1691.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,7,1768
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,8,1669.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,8,1696
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,8,1680.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,8,1727.13
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,8,1827.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,8,1769.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,8,1812.17
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,8,1795.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,8,1858.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,8,1637.18
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,9,1644.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,9,1738
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,9,1732.15
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,9,1732.14
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.5,9,1702.03
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.6,9,1635
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.7,9,1749.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.8,9,1801.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.9,9,1753.21
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,1,9,1816.57
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.1,10,1671.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.2,10,1699.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.3,10,1707.08
/home/christoforos.eseroglou/Desktop/heuristics/instances/100/test/instance51_nreq100_nveh2_gamma93.txt,100,0.4,10,1756.26
