path,N,T,iters,alpha,objective
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance58_nreq200_nveh4_gamma187.txt,200,100,100,0.95,10326.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance58_nreq200_nveh4_gamma187.txt,200,100,100,0.97,11747.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance58_nreq200_nveh4_gamma187.txt,200,100,100,0.99,10130.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,10,100,0.95,8128.59
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,10,100,0.97,8285.11
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,10,100,0.99,8121.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,50,100,0.95,8163.38
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,50,100,0.97,8330.25
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,50,100,0.99,9417.26
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,100,100,0.95,8248.43
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,100,100,0.97,8302.49
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance55_nreq200_nveh4_gamma172.txt,200,100,100,0.99,8358.54
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,10,100,0.95,9608.38
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,10,100,0.97,9575.06
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,10,100,0.99,9655.07
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,50,100,0.95,9439.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,50,100,0.97,9467.96
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,50,100,0.99,9673.05
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,100,100,0.95,9427.79
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,100,100,0.97,9483.02
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance40_nreq200_nveh4_gamma183.txt,200,100,100,0.99,9655.88
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,10,100,0.95,9076.04
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,10,100,0.97,9358.34
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,10,100,0.99,8979.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,50,100,0.95,10437.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,50,100,0.97,8716.24
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,50,100,0.99,10437.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,100,100,0.95,9132.49
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,100,100,0.97,8927.53
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance53_nreq200_nveh4_gamma167.txt,200,100,100,0.99,9088.54
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,10,100,0.95,8936.41
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,10,100,0.97,8782.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,10,100,0.99,8874.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,50,100,0.95,8888.79
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,50,100,0.97,8786
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,50,100,0.99,8801.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,100,100,0.95,8900.36
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,100,100,0.97,8627.67
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance38_nreq200_nveh4_gamma164.txt,200,100,100,0.99,8957.84
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,10,100,0.95,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,10,100,0.97,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,10,100,0.99,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,50,100,0.95,8887.01
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,50,100,0.97,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,50,100,0.99,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,100,100,0.95,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,100,100,0.97,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance50_nreq200_nveh4_gamma170.txt,200,100,100,0.99,9981.48
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,10,100,0.95,10745.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,10,100,0.97,10996.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,10,100,0.99,11206.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,50,100,0.95,11182
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,50,100,0.97,10996
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,50,100,0.99,10728.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,100,100,0.95,10875.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,100,100,0.97,11098.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance31_nreq200_nveh4_gamma192.txt,200,100,100,0.99,12217.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,10,100,0.95,11417.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,10,100,0.97,12705.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,10,100,0.99,12705.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,50,100,0.95,12705.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,50,100,0.97,11142.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,50,100,0.99,12705.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,100,100,0.95,12705.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,100,100,0.97,11450.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/200/test/instance41_nreq200_nveh4_gamma196.txt,200,100,100,0.99,11299
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,10,100,0.95,41641.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,10,100,0.97,41352
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,10,100,0.99,41452.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,50,100,0.95,41135.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,50,100,0.97,41226.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,50,100,0.99,41325.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,100,100,0.95,41239.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,100,100,0.97,41676.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance34_nreq500_nveh10_gamma458.txt,500,100,100,0.99,41672.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,10,100,0.95,37176
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,10,100,0.97,37350.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,10,100,0.99,37367.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,50,100,0.95,37363.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,50,100,0.97,36963.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,50,100,0.99,37313.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,100,100,0.95,37121.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,100,100,0.97,37376.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance40_nreq500_nveh10_gamma441.txt,500,100,100,0.99,37183.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,10,100,0.95,39797.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,10,100,0.97,39687.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,10,100,0.99,39910.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,50,100,0.95,39759.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,50,100,0.97,39553.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,50,100,0.99,40206.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,100,100,0.95,39280.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,100,100,0.97,39743.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance38_nreq500_nveh10_gamma432.txt,500,100,100,0.99,39729.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,10,100,0.95,41769.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,10,100,0.97,41663.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,10,100,0.99,41987.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,50,100,0.95,41646.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,50,100,0.97,41969
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,50,100,0.99,41776.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,100,100,0.95,41906.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,100,100,0.97,41727.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance42_nreq500_nveh10_gamma453.txt,500,100,100,0.99,41980.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,10,100,0.95,42496.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,10,100,0.97,42711.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,10,100,0.99,43100.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,50,100,0.95,42499
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,50,100,0.97,42039.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,50,100,0.99,42284.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,100,100,0.95,42661.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,100,100,0.97,42280
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance51_nreq500_nveh10_gamma474.txt,500,100,100,0.99,42361.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,10,100,0.95,40595.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,10,100,0.97,40720.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,10,100,0.99,41010.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,50,100,0.95,41048.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,50,100,0.97,41016.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,50,100,0.99,41020.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,100,100,0.95,40799.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,100,100,0.97,40462.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance53_nreq500_nveh10_gamma442.txt,500,100,100,0.99,40930.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,10,100,0.95,38532.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,10,100,0.97,38527.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,10,100,0.99,38422.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,50,100,0.95,38396.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,50,100,0.97,38277.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,50,100,0.99,38834
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,100,100,0.95,38502.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,100,100,0.97,38255.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance57_nreq500_nveh10_gamma437.txt,500,100,100,0.99,38339.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,10,100,0.95,39493.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,10,100,0.97,39313.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,10,100,0.99,39344
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,50,100,0.95,39173.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,50,100,0.97,39437.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,50,100,0.99,39084.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,100,100,0.95,39673.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,100,100,0.97,39478
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance33_nreq500_nveh10_gamma459.txt,500,100,100,0.99,39563.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,10,100,0.95,39976
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,10,100,0.97,40019.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,10,100,0.99,39727
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,50,100,0.95,40577.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,50,100,0.97,40108.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,50,100,0.99,40020.9
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,100,100,0.95,39646.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,100,100,0.97,40259.4
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance43_nreq500_nveh10_gamma457.txt,500,100,100,0.99,39792.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,10,100,0.95,44574.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,10,100,0.97,44784.3
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,10,100,0.99,44125.6
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,50,100,0.95,44272.5
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,50,100,0.97,44810.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,50,100,0.99,44522.1
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,100,100,0.95,44069.8
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,100,100,0.97,44822.2
/home/christoforos.eseroglou/Desktop/heuristics/instances/500/test/instance45_nreq500_nveh10_gamma480.txt,500,100,100,0.99,44749.7
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,10,100,0.95,111034
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,10,100,0.97,111232
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,10,100,0.99,111450
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,50,100,0.95,111214
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,50,100,0.97,111381
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,50,100,0.99,111133
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,100,100,0.95,111210
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,100,100,0.97,111146
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance35_nreq1000_nveh20_gamma888.txt,1000,100,100,0.99,111668
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,10,100,0.95,112151
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,10,100,0.97,111610
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,10,100,0.99,112013
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,50,100,0.95,111907
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,50,100,0.97,111825
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,50,100,0.99,111618
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,100,100,0.95,111778
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,100,100,0.97,111871
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance53_nreq1000_nveh20_gamma870.txt,1000,100,100,0.99,112388
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,10,100,0.95,115739
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,10,100,0.97,116702
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,10,100,0.99,116014
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,50,100,0.95,115888
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,50,100,0.97,115999
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,50,100,0.99,116547
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,100,100,0.95,115913
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,100,100,0.97,116449
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance48_nreq1000_nveh20_gamma891.txt,1000,100,100,0.99,116005
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,10,100,0.95,116177
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,10,100,0.97,116525
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,10,100,0.99,116588
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,50,100,0.95,116699
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,50,100,0.97,116034
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,50,100,0.99,116285
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,100,100,0.95,116014
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,100,100,0.97,116124
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance40_nreq1000_nveh20_gamma908.txt,1000,100,100,0.99,116709
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,10,100,0.95,117124
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,10,100,0.97,117159
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,10,100,0.99,117320
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,50,100,0.95,117070
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,50,100,0.97,117710
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,50,100,0.99,117334
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,100,100,0.95,117508
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,100,100,0.97,117735
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance54_nreq1000_nveh20_gamma911.txt,1000,100,100,0.99,117379
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,10,100,0.95,119530
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,10,100,0.97,119024
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,10,100,0.99,119904
/home/christoforos.eseroglou/Desktop/heuristics/instances/1000/test/instance47_nreq1000_nveh20_gamma912.txt,1000,50,100,0.95,120300
